PUBLISHED_DATE,SUBDESCRIPTION,TITLE,TEXT,CHARACTER_COUNT,TAGS,TAGS_COUNT,EMOJIS,EMOJIS_COUNT,VIEWS,COMMENTS,LIKES,SHARES,ENGAGEMENT_SCORE,text_snip
2022-02-24 13:16:43+00:00,2 months ago,"True story: the day before my first analytics technical interview, I googled “top SQL interview questions” and thought I was prepared 🙃","True story: the day before my first analytics technical interview, I googled “top SQL interview questions” and thought I was prepared 🙃

…and still managed to get the question “what’s the difference between a left join and an inner join?” wrong 😬

I had completely underestimated SQL because a friend told me “It’s easy. It’s literally just SELECT FROM WHERE” 🤷🏻‍♀️

Fast forward to today, after 6 months of coding in SQL everyday, I feel like I’m still underestimating how powerful and complex the tool is 😵‍💫

I’m still googling so many things and getting queries wrong. But with every new concept I learn, I realize how much more there is to learn 😦

PS: That fateful question I messed up brought me to where I am today, because I still got the job somehow 😅


#sql 
#analytics
#dataanalytics",780,#sql #analytics #dataanalytics,3.0,"🙃, 😬, 🤷🏻‍♀️, 😵‍💫, 😦, 😅",6.0,50865,89,597,0,0.0135,True story: the day befor
2022-02-22 13:14:48+00:00,2 months ago,Tell me you work in data without telling me you work in data 👇🏼,"Tell me you work in data without telling me you work in data 👇🏼

I’ll go first:

1. I often catch myself thinking in SELECT… FROM… WHERE… statements while doing everyday tasks 🤔

2. When at the gym, I track all my lifts in a spreadsheet that’s pulled into a dashboard visualizing my total volume and predicted 1 rep maxes over time 🔢

3. I pronounce it data, not data 🤓


#data
#analytics
#datascience",388,#data #analytics #datascience,3.0,"👇🏼, 🤔, 🔢, 🤓",4.0,25947,82,128,0,0.0081,Tell me you work in data 
2022-02-15 13:23:30+00:00,3 months ago,Spent my Valentine’s Day night programming so this was the love letter I wrote to my Python code last night 💌,"Spent my Valentine’s Day night programming so this was the love letter I wrote to my Python code last night 💌

Roses are red
Violets are blue
Do you think of me
As much as I neurotically think of you? 🥀


#python  
#coding
#datascience",225,#python #coding #datascience,3.0,"💌, 🥀",2.0,13187,27,93,0,0.0091,Spent my Valentine’s Day 
2022-02-10 13:18:07+00:00,3 months ago,What goes on in my brain while coding:,"What goes on in my brain while coding:

1. “I can’t figure this out” 🤔

2. Confidence rapidly wanes 😳

3. Questions entire career 😵‍💫

4. Swears the entire world is against me 💀

5. “Oh it was just a typo” *phew* 😅

6. ""I’m a debugging goddess"" 🤩

And repeat 🔁 


#programming
#coding
#Python",273,#programming #coding #Python,3.0,"🤔, 😳, 😵‍💫, 💀, 😅, 🤩, 🔁",7.0,15089,47,170,0,0.0144,What goes on in my brain 
2022-02-08 13:10:26+00:00,3 months ago,My favorite Excel shortcut of all time ❤️,"My favorite Excel shortcut of all time ❤️

(Because Excel deserves some love too 🥰)

When you need to autofill a blank column in a spreadsheet that has tens, hundreds or thousands of rows 👇🏼

1️⃣ Go to the first filled cell in your column with the value or formula you want to drag down
2️⃣ Toggle left or right to the next column over that is fully populated
3️⃣ Ctrl +  down to get to the bottom of that filled column
4️⃣ Toggle back to the empty column to get to the last (blank) row/cell of it
5️⃣ Leave any character in that last cell as a marker for where your autofill should stop
6️⃣ Ctrl + up to get back up to the last filled cell in this column
7️⃣ Ctrl + shift + down to highlight all cells down to your marker
8️⃣ Ctrl + D to autofill down to your marker (no more filling too far!)

If you find dragging down or even double clicking with your mouse too cumbersome, or if you’re someone like me who feels very strongly about not using your mouse when using Excel (shout out old EY coworkers for instilling this in me), give this a try 💡

#exceltips
#exceltutorial
#dataanalytics",1071,#exceltips #exceltutorial #dataanalytics,3.0,"❤️, 🥰, 👇🏼, 💡",4.0,890,8,27,0,0.0393,My favorite Excel shortcu
2022-02-03 13:07:58+00:00,3 months ago,Things data analysts love:,"Things data analysts love:
Getting our hands dirty with messy data, developing our data communication skills, picking the perfect dashboard color palette, R, Excel

Things data analysts hate:
Getting our hands dirty with messy data, developing our data communication skills, picking the perfect dashboard color palette, R, Excel

Tell me I’m wrong 🙄


#dataanalytics
#datavisualization
#R",377,#dataanalytics #datavisualization,2.0,🙄,1.0,35070,71,377,0,0.0128,Things data analysts love
2022-02-01 13:13:14+00:00,3 months ago,My toxic trait (part 2):,"My toxic trait (part 2):

Beginning my first sentence with “So…” instead of literally any other more meaningful word in the English language 🙈

Years ago in a public speaking activity, someone pointed this out and ever since, I’ve noticed how commonplace it is in academic and corporate settings to start our answers or opening sentences with the word “so,” especially for presentations 🤔

*So* this is just my friendly reminder today that unless used to mean “therefore” or “very,”the word “so” should be treated as a filler word just like umm, like, right, etc. 👍

#publicspeaking
#communication
#personaldevelopment",608,#publicspeaking #communication #personaldevelopment,3.0,"🙈, 🤔, 👍",3.0,2915,18,25,0,0.0148,"My toxic trait (part 2):
"
2022-01-26 13:58:01+00:00,3 months ago,"The Dunning-Kruger effect, as explained by my SQL learning journey:","The Dunning-Kruger effect, as explained by my SQL learning journey:

The first time I learned that SQL is just “SELECT.. FROM.. WHERE..” I thought “how hard can this be?” 🤷🏻‍♀️ 

The first time I wrote a SQL query without having to look anything up, I thought “I’m getting the hang of this thing” 😯

The first time I used a subquery, I thought “this SQL thing is so easy” 😎

The first time I used a join, I thought “I’ve mastered SQL” 🤩

The first time I used a CTE, I thought “maybe there are a few more things I need to learn” 🤔

The first time I used window/analytical functions, I thought “I might have underestimated SQL” 😬

The first time I ran a cursor, used a stored procedure, executed a transaction, optimized a query using indexes, learned data modeling concepts, etc. I thought “I actually know very little about SQL” 😖

The first time I realized I’d been learning just one dialect of SQL and that there are many more out there to know, I realized I know nothing at all, and that’s ok 😌

#sql #dataanalytics #codinglife",1013,#sql #dataanalytics #codinglife,3.0,"🤷🏻‍♀️, 😯, 😎, 🤩, 🤔, 😬, 😖, 😌",8.0,98656,125,1127,0,0.0127,The Dunning-Kruger effect
2022-01-19 13:43:49+00:00,4 months ago,"They say that if a data professional is looking at housing data, they are either a) Learning beginner machine learning models or b) In the market for their own house… In my case, it’s c) All of the above.","They say that if a data professional is looking at housing data, they are either a) Learning beginner machine learning models or b) In the market for their own house… In my case, it’s c) All of the above.

Kaggle’s housing price datasets were my starting point, but I soon realized I wanted this to actually be applicable and useful for my personal life–namely, I wanted to be able to use this for my own home search. Since none of the datasets in Kaggle had prices for homes in the Northern Virginia area, I scraped my own data from Zillow listings and then got to work.

The goal of this project was to use Python throughout the course of this entire project, making this the first one where I’ve used Python end-to-end: loading, cleaning, transforming, visualizing and building of 6 different regression models. It made for some long nights of Stack Overflow and debugging code that was breaking because of syntax errors, but it was all worth it.

Most important takeaways (besides the fact that the DMV is very very expensive):

💡 The median home price for homes of at least 3 bedrooms and 2 bathrooms in Northern Virginia was $1.01m (!)
💡 Great Falls, Vienna and Arlington had the highest median home prices while Centreville, Reston and Sterling had the lowest median prices
💡 Great Falls, Vienna and Arlington had the highest median home sizes by square foot while Centreville, Reston and Sterling had the lowest median sizes
💡 Buyers pay the most per sqft for homes in Arlington, McLean and Vienna, while Manassas, Annandale and Ashburn had the “best bang for your buck” in terms of price/sqft
💡 Using an Elastic Net Regression model, a home’s price is expected to increase by $226.60 for each additional square foot, by $65.7k for each additional bathroom, by $29.3k for each additional bedroom, and by $4.60 for each dollar increase in the median income of the city where the home is located.

And that’s a wrap on the first episode of ML Learns ML! Please visit the link found in the comments below to see the full project and write-up in my Github. Thank you in advance for any and all feedback 🙏

Update: At the end of this project, I signed on my first home 🥳

#machinelearning #python #datascience",2194,#machinelearning #python #datascience,3.0,"💡, 💡, 💡, 💡, 💡, 🙏, 🥳",7.0,37116,43,175,0,0.0059,They say that if a data p
2022-01-14 13:24:34+00:00,4 months ago,The number of times my Monday-self has thanked my Friday-self for commenting code before the weekend  😅,"The number of times my Monday-self has thanked my Friday-self for commenting code before the weekend  😅

#codinglife #python #dataanalytics",137,#codinglife #python #dataanalytics,3.0,😅,1.0,2206,10,52,0,0.0281,The number of times my Mo
2022-01-11 13:14:57+00:00,4 months ago,The feminine urge to put exclamation marks at the end of every other sentence in all forms of my written communication…,"The feminine urge to put exclamation marks at the end of every other sentence in all forms of my written communication…

In my head, I come across as rude, aggressive, not nice enough, or god forbid, firm, if I don’t do so. It’s part of how I’ve been socially conditioned as a woman to want to always seem warm and likable, especially in professional settings.

But I’m putting an end to my exclamation abuse in 2022. Starting with this post. 

So LinkedIn fam, please call me out if you ever catch me using !’s more than once in any of my messages, posts or comments on here 🙏

#careerdevelopment  #communication #womenintechnology",624,#careerdevelopment #communication #womenintechnology,3.0,🙏,1.0,4717,5,47,0,0.011,The feminine urge to put 
2022-01-06 17:07:11+00:00,4 months ago,“Try not crossing lanes and disciplines if you’re just a business major learning tech all day.”,"“Try not crossing lanes and disciplines if you’re just a business major learning tech all day.”

With my last post about late-night coding, I received so many supportive responses saying how they can relate, how it’s actually a sign of passion, and tips for much-needed mental resets.

But the above advice, while probably well-meaning, was the comment that stuck with me the most. 

Honestly probably not the best advice to give someone who was once non-technical but has now made a career switch into a technical field she absolutely loves.

I get it though—I told myself the same thing back when I thought the field I went to school for was the one I'd stay in forever, thought I’d never code (or do anything STEM-related) because I “just didn’t get it,” and overall never bothered trying hard things.

But these days, I’m so glad I bothered—and so glad I never followed any advice (not even my own) to “stay in my lane.”

Steer into unknowns and cross all the lanes, even when you or anyone else thinks you can’t.

#careerintech #womenindata #careerchange",1045,#careerintech #womenindata #careerchange,3.0,,0.0,5058,15,41,0,0.0111,“Try not crossing lanes a
2021-12-29 19:51:58+00:00,4 months ago,My toxic trait:,"My toxic trait:

Staring at a computer screen debugging code until 10:30 pm, swearing I’ll figure it out if I try just one more thing from Stack Overflow, shutting it down in frustration at 10:45 pm, still coding in my head as I’m getting ready for bed, and wondering why I can’t fall asleep by 11 pm each night…

…and then figuring it out within 5 minutes of starting fresh the next day.

Cheers to leaving behind our toxic traits in 2022! 🥳

#codinglife #programming #python #dataanalytics",483,#codinglife #programming #python #dataanalytics,4.0,🥳,1.0,413260,237,3257,0,0.0085,My toxic trait:
2021-12-16 22:25:06+00:00,5 months ago,"Officially finished my first post-graduate course today (with an A!), and here are some things it taught me, about both Linear Algebra and myself:","Officially finished my first post-graduate course today (with an A!), and here are some things it taught me, about both Linear Algebra and myself:
 
1. Oh how I've missed math and how I can just sit down for hours on end, scratching away on a physical piece of paper, crunching numbers until I've found the right answer or solved the puzzle. But I cannot say the same about timed, graded exams…
 
2. I’ve always found math fun, but also always thought I’d never see high-level math in the real world. But beyond engineering, apparently Linear Algebra has so many applications in economics, chemistry, and physical network flows as seen in circuit design and transportation systems!
 
3. Although I was good at high school math classes, I never went beyond Calculus 1 because I used to be so afraid of challenges and potentially not being good anymore at the “next level,” especially when it came to highly technical and STEM-related courses (fixed mindset AF). 2021 has been the year where I picked up coding AND a real college-level math class–all of which I never ever thought I’d do had you asked me just last year–thus proving to myself once and for all that I can indeed accomplish hard things that push me beyond my comfort zone (finally catching onto this growth mindset thing).
 
4. The greatest irony/tragedy is that I never appreciated learning when I was a full-time student (aka when my only real responsibility was to learn). I remember being so excited to graduate because I thought it meant I’d be done with learning. And now, when I have so many other real-world responsibilities on my plate, I look forward to any opportunity to be a student again (the grass apparently isn’t greener on the other side!) Which leads me to…
 
5. The best kind of learning is the continuous kind. Whether it’s done in a structured, classroom setting, through reading in my free time or a MOOC–learning and being a knowledge-soaking student again has given me such a renewed sense of purpose because there’s never a finish line. The more you do it, the more “next levels” you unlock. And at each level, I was right that you may not be very good when you first start out. But maybe, just maybe, being a beginner, being challenged and doing hard things are the best (Christmas) gifts we can give to ourselves! 
 
Next up…Calculus 2! When I’m pulling my hair out with differential equations and parametric equations, I’ll be sure to refer back to my own takeaways above 🙏🏻

PS: Read Mindset by Carol Dweck. Life changing stuff.

#learning #continuouslearning #growthmindset #personaldevelopement",2573,#learning #continuouslearning #growthmindset #personaldevelopement,4.0,🙏🏻,1.0,3887,0,33,0,0.0085,Officially finished my fi
