ACTIVITY_ID,PAGINATION_TOKEN,PUBLISHED_DATE,AUTHOR_NAME,SUBDESCRIPTION,TITLE,TEXT,CHARACTER_COUNT,TAGS,TAGS_COUNT,EMOJIS,EMOJIS_COUNT,LINKS,LINKS_COUNT,PROFILE_MENTION,COMPANY_MENTION,CONTENT,CONTENT_TITLE,CONTENT_URL,CONTENT_ID,IMAGE_URL,POLL_ID,POLL_QUESTION,POLL_RESULTS,POST_URL,VIEWS,COMMENTS,LIKES,SHARES,ENGAGEMENT_SCORE,text_snip,DATE_EXTRACT
6.920360366002573e+18,dXJuOmxpOmFjdGl2aXR5OjY5MjAzNjAzNjYwMDI1NzMzMTItMTY0OTk0MjQ4NTMxNg==,2022-04-14 11:21:25+00:00,Megan Lieu,1 month ago,How to instantly look like you know what you’re doing when coding:,"How to instantly look like you know what you’re doing when coding:

Switch to dark mode 😎


#coding
#programming
#python",113,#coding #programming #python,3.0,😎,1.0,,0.0,,,Text,,,,,,,,https://www.linkedin.com/feed/update/urn:li:activity:6920360366002573312,42629,104,289,0,0.0092,How to instantly look lik,2022-05-17 02:17:49
6.919634703176069e+18,dXJuOmxpOmFjdGl2aXR5OjY5MTk2MzQ3MDMxNzYwNjkxMjAtMTY0OTc2OTQ3MzgxMA==,2022-04-12 11:17:53+00:00,Megan Lieu,1 month ago,"Sometimes I code in Python, R and SQL all in the same day, and now I can start to empathize with people who have to converse and think in different languages everyday 😳","Sometimes I code in Python, R and SQL all in the same day, and now I can start to empathize with people who have to converse and think in different languages everyday 😳


#coding
#python
#sql",186,#coding #python #sql,3.0,😳,1.0,,0.0,,,Image,,,,https://media-exp1.licdn.com/dms/image/C4D22AQF22tNqXtgnbw/feedshare-shrink_2048_1536/0/1649769473035?e=1655337600&v=beta&t=Uijr00Hjb3NSxBwYOOQrLLrvOOKgkIRSYZ3fhHe65_k,,,,https://www.linkedin.com/feed/update/urn:li:activity:6919634703176069120,149900,106,1474,0,0.0105,Sometimes I code in Pytho,2022-05-17 02:17:49
6.917822613394182e+18,dXJuOmxpOmFjdGl2aXR5OjY5MTc4MjI2MTMzOTQxODIxNDQtMTY0OTMzNzQzNzkzNw==,2022-04-07 11:17:17+00:00,Megan Lieu,1 month ago,Me: *Loves getting her hands dirty with messy data*,"Me: *Loves getting her hands dirty with messy data*

Also me: *Hates actually getting her hands dirty with anything physically messy in real life*


#data
#analytics
#careers",167,#data #analytics #careers,3.0,,0.0,,0.0,,,Text,,,,,,,,https://www.linkedin.com/feed/update/urn:li:activity:6917822613394182144,25462,29,186,0,0.0084,Me: *Loves getting her ha,2022-05-17 02:17:49
6.917096947740742e+18,dXJuOmxpOmFjdGl2aXR5OjY5MTcwOTY5NDc3NDA3NDE2MzItMTY0OTE2NDQyNTc2Ng==,2022-04-05 11:13:45+00:00,Megan Lieu,1 month ago,How did I get 5.6m views and 48k reactions on my last post??,"How did I get 5.6m views and 48k reactions on my last post??

(Seriously LinkedIn algorithm, please answer for yourself because I really need to know how)

At the end of 2021, I had one 🚀 post that made me actually want to give this “consistent posting” thing a try (or as some people liked to poke fun as “LinkedIn influencing”, “selling out”, etc.).

Since then, I’ve been sharing posts about my journey into data–both its ups and its downs–because that’s just the content I love seeing on my own feed.

I’ve had some posts perform really well, others really badly, and then one that somehow ended up getting more impressions than all of my previous posts COMBINED (still in shock 😭)

But while it’s really cool watching the vanity metrics go up 📈 there has to be something that keeps you going when you post, only get <20 pity likes and a bruised ego 📉 (my deepest thanks to the pity-likers, they are the real ones).

For me, I’ve realized that thing that keeps me going is meeting like-minded folks who are as passionate about this field as I am, and building genuine relationships with them.

To all the people who have supported me through my more “popular” posts, but have also tolerated me through my lamer ones, thank you 🙏 


#contentstrategy
#personalbranding
#networking",1263,#contentstrategy #personalbranding #networking,3.0,"🚀, 😭, 📈, 📉, 🙏",5.0,,0.0,,,Image,,,,https://media-exp1.licdn.com/dms/image/C4D22AQEx2aNUpg-VOA/feedshare-shrink_2048_1536/0/1649164425319?e=1655337600&v=beta&t=l8xwsKuIghP-riI_rJfS4N8CghGDPXmnuEbH7TlAfio,,,,https://www.linkedin.com/feed/update/urn:li:activity:6917096947740741632,62383,96,494,0,0.0095,How did I get 5.6m views ,2022-05-17 02:17:49
6.915287245205705e+18,dXJuOmxpOmFjdGl2aXR5OjY5MTUyODcyNDUyMDU3MDQ3MDQtMTY0ODczMjk1OTA2Nw==,2022-03-31 11:22:39+00:00,Megan Lieu,1 month ago,"IF I ACCIDENTALLY REPLY TO YOU IN ALL CAPS, I’M NOT YELLING AT YOU I’M PROBABLY JUST MULTITASKING IN SQL","IF I ACCIDENTALLY REPLY TO YOU IN ALL CAPS, I’M NOT YELLING AT YOU I’M PROBABLY JUST MULTITASKING IN SQL



#SQL
#coding
#data",120,#SQL #coding #data,3.0,,0.0,,0.0,,,Text,,,,,,,,https://www.linkedin.com/feed/update/urn:li:activity:6915287245205704704,5611455,1182,48367,0,0.0088,IF I ACCIDENTALLY REPLY T,2022-05-17 02:17:49
6.914561083487724e+18,dXJuOmxpOmFjdGl2aXR5OjY5MTQ1NjEwODM0ODc3MjM1MjAtMTY0ODU1OTgyODYyMg==,2022-03-29 11:17:08+00:00,Megan Lieu,1 month ago,Slowly overcoming imposter syndrome has looked like this for me:,"Slowly overcoming imposter syndrome has looked like this for me:

My manager:

Sharing their screen while live coding, gets stuck on how to write the next line, and kind of expects that I’ll contribute some ideas...


Me when I first started (thought I knew nothing so I didn’t want to embarrass myself):

*crickets* 😶


Me after I started getting my bearings (heart racing from nervousness, but now willing to take a stab at it):

“Would it be XYZ…?” 🤷🏻‍♀️


Me a few months ago (finally using statements instead of questions):

“I think it’s XYZ.” 🤔


Me today (probably only 70% sure, but at least now willing to firmly stand by the answers I give): 

“It should be XYZ.” 😎


I firmly believe that imposter syndrome is not something that goes away fully in mere months or even years, but sometimes it’s the little things like these that show you you’re heading in the right direction.


#impostersyndrome
#careers
#analytics",895,#impostersyndrome #careers #analytics,3.0,"😶, 🤷🏻‍♀️, 🤔, 😎",4.0,,0.0,,,Text,,,,,,,,https://www.linkedin.com/feed/update/urn:li:activity:6914561083487723520,45595,28,293,0,0.007,Slowly overcoming imposte,2022-05-17 02:17:49
6.912750613290201e+18,dXJuOmxpOmFjdGl2aXR5OjY5MTI3NTA2MTMyOTAyMDEwODktMTY0ODEyODE3ODg4NQ==,2022-03-24 12:22:58+00:00,Megan Lieu,1 month ago,I once had a recruiting experience SO bad that I honestly wish the recruiter would have ghosted me instead…,"I once had a recruiting experience SO bad that I honestly wish the recruiter would have ghosted me instead…

Said recruiter never sent me emails during regular business hours—he probably only ever emailed me once before 10 PM. He also FORGOT to schedule my final round interviews and didn’t do so until the hiring manager stepped in. But I brushed aside every single warning sign because I was so excited and grateful for the opportunity

A week after a final round interview with the company, the recruiter emailed me saying “I had the chance to catch up with the team and I have an update for you! Are you free to chat between 5-6 PM tomorrow? I hope to hear from you soon!” (exact words and punctuation)

The day of, he confirmed he’ll give me a call. Buzzing with excitement based on the language and how eager he was to catch me, I eagerly waited by my phone at the suggested time with my heart pounding…

Only to be ghosted and receive no response to any follow-up emails until 11 pm that night. Apologetic, he asked to reschedule and I proposed to meet at the same time the next day.

No response to my suggested time all day until the time comes and goes, so I sent yet another follow-up email. He finally responds, saying he’ll call me in an hour. 

Again, I assumed based on his eagerness to talk with me over the phone that it’s an offer–he could just send me an email, or even ghost me, if it was a no, right?

Two and a half hours passed, I finally received his call and felt like I could breathe for the first time in 3 days

“The team absolutely loved your presentation, but unfortunately…”

Shocked and confused as to why this wasn’t an email (even just an auto-generated one!) instead of stringing me along for 3 days, I vowed to never be that presumptuous again when it comes to something as unpredictable as the job search. Never assume you have an offer until you have it in writing.

But I also vowed to never ignore red flags in an interview process again. I had written off all of my previous apprehensions as “people get busy” when I should have seen the warning signs as a lack of consideration for candidates’ time.


#interview
#jobsearch
#recruiting",2152,#interview #jobsearch #recruiting,3.0,,0.0,,0.0,,,Text,,,,,,,,https://www.linkedin.com/feed/update/urn:li:activity:6912750613290201089,40732,29,138,0,0.0041,I once had a recruiting e,2022-05-17 02:17:49
6.912023252953379e+18,dXJuOmxpOmFjdGl2aXR5OjY5MTIwMjMyNTI5NTMzNzg4MTgtMTY0Nzk1NDc2MjY2MA==,2022-03-22 12:12:42+00:00,Megan Lieu,1 month ago,"The coolest thing about coding is that no matter how simple, crazy, complex or random of a thing you want to build, SOMEONE out there has created a package or function to help you do it","The coolest thing about coding is that no matter how simple, crazy, complex or random of a thing you want to build, SOMEONE out there has created a package or function to help you do it

No matter how big, small, specific, or seemingly-stupid your question, SOMEONE out there has asked it on StackOverflow or somewhere else on the internet before

It’s a very humbling thought, that there’s an infinite amount of much smarter people out there paving the way and doing things with code that I could never even dream of or comprehend 😵‍💫

But it’s also a comforting and inspiring realization, that they all started by asking the same basic questions I ask the internet everyday about syntax, data structures, environment setup, etc., and I’m never really alone in this learning journey 🙏


#data
#coding
#python",798,#data #coding #python,3.0,"😵‍💫, 🙏",2.0,,0.0,,,Text,,,,,,,,https://www.linkedin.com/feed/update/urn:li:activity:6912023252953378818,19377,36,133,0,0.0087,The coolest thing about c,2022-05-17 02:17:49
6.910213034766389e+18,dXJuOmxpOmFjdGl2aXR5OjY5MTAyMTMwMzQ3NjYzODkyNDgtMTY0NzUyMzE3MzAyMw==,2022-03-17 12:19:33+00:00,Megan Lieu,2 months ago,How I made the transition to a data role with a non-target degree and 0 prior experience:,"How I made the transition to a data role with a non-target degree and 0 prior experience:



First and foremost ✨PROJECT EXPERIENCE✨

I had done just one somewhat relevant project before using Power BI in my previous role, so best believe I milked it. Namely, I used the STAR format and specifically communicated the BUSINESS IMPACT it achieved, and highlighted the specific process and tools used to accomplish it.


Second: ✨NETWORKING✨

I connected with someone from the team I was targeting, and fostered a genuine relationship with him with 0 expectations of any referral. I spent so much time talking to folks in the industry just learning about what even is a role in data analytics, and along the way received a few referrals that happened to pan out. 


Lastly, demonstrating ✨TRANSFERABLE SKILLS✨

Even if you don’t have the specific technical skills recommended, chances are you can pick out at least a few transferable ones that can bridge the gap to the skills the role is looking for. I highlighted the quantitative and storytelling skills I used in my role as a financial analyst in my interviews, and spun them to apply to the the context of this role.


Bonus factor: a little bit of ✨LUCK✨

Part of me still thinks I got here by just being in the right place at the right time. So for those who are still trying to make the transition and doing all of the above, keep at it because your one yes WILL come 💯


#career
#data
#analytics",1425,#career #data #analytics,3.0,"✨, ✨, ✨, ✨, ✨, ✨, ✨, ✨, 💯",9.0,,0.0,,,Text,,,,,,,,https://www.linkedin.com/feed/update/urn:li:activity:6910213034766389248,9506,18,111,0,0.0136,How I made the transition,2022-05-17 02:17:49
6.909490502094467e+18,dXJuOmxpOmFjdGl2aXR5OjY5MDk0OTA1MDIwOTQ0NjcwNzItMTY0NzM1MDkwNzgwMQ==,2022-03-15 12:28:27+00:00,Megan Lieu,2 months ago,"I don’t always live life on the edge but sometimes, once in a blue moon, when I’m feeling REALLY bold…","I don’t always live life on the edge but sometimes, once in a blue moon, when I’m feeling REALLY bold…

I’ll write code without any help from StackOverflow on my first try, and then I just run it and pray.

8.5 times out of 10 my notebook will laugh at my cockiness and give me an error

But MAN what a rush it is in the split seconds between hitting Run and getting my output 🤩


#coding
#programming
#Python",398,#coding #programming #Python,3.0,🤩,1.0,,0.0,,,Text,,,,,,,,https://www.linkedin.com/feed/update/urn:li:activity:6909490502094467072,6017,6,64,0,0.0116,I don’t always live life ,2022-05-17 02:17:49
6.907330630477304e+18,dXJuOmxpOmFjdGl2aXR5OjY5MDczMzA2MzA0NzczMDM4MDgtMTY0NjgzNTk1NDI4NQ==,2022-03-09 13:25:54+00:00,Megan Lieu,2 months ago,"Celebrated another year around the sun this past weekend, and reflected on what an amazing past year it’s been 🎉","Celebrated another year around the sun this past weekend, and reflected on what an amazing past year it’s been 🎉

This was the year I found a career I love, and in the process, also a whole new Megan. To all the people who have connected with me and supported me along the way, thank you ❤️


#career
#thankyou 
#analytics",315,#career #thankyou #analytics,3.0,"🎉, ❤️",2.0,,0.0,,,Image,,,,https://media-exp1.licdn.com/dms/image/C4D22AQFm1MV6ihBL9g/feedshare-shrink_2048_1536/0/1646835953405?e=1655337600&v=beta&t=Y5XNpnrGBXRG8zR4vGH3wTPOWzmzlVdP88VFo0IXt0U,,,,https://www.linkedin.com/feed/update/urn:li:activity:6907330630477303808,14005,46,212,0,0.0184,Celebrated another year a,2022-05-17 02:17:49
6.905155775560589e+18,dXJuOmxpOmFjdGl2aXR5OjY5MDUxNTU3NzU1NjA1ODkzMTMtMTY0NjMxNzQyODQ2OQ==,2022-03-03 13:23:48+00:00,Megan Lieu,2 months ago,7️⃣ months of progress looks like this for an early-career data analytics professional:,"7️⃣ months of progress looks like this for an early-career data analytics professional:

New tools and concepts that used to take me months to grasp now take me weeks to pick up 🔨

Code that used to take me weeks to write now takes me days 🔢

Dashboards that used to take me days to create now take me hours 📊

Errors that used to take me hours to debug now take me minutes 🧐

Queries that used to take me minutes to figure out now take me seconds 🔎

But for every 7 months of progress accomplished in an early data career, I know there’s a lifetime of learning still to come 🙏


#data
#analytics
#dataanalytics",594,#data #analytics #dataanalytics,3.0,"🔨, 🔢, 📊, 🧐, 🔎, 🙏",6.0,,0.0,,,Text,,,,,,,,https://www.linkedin.com/feed/update/urn:li:activity:6905155775560589313,14836,20,217,0,0.016,7️⃣ months of progress lo,2022-05-17 02:17:49
6.904429392051999e+18,dXJuOmxpOmFjdGl2aXR5OjY5MDQ0MjkzOTIwNTE5OTg3MjAtMTY0NjE0NDI0NTEzMg==,2022-03-01 13:17:25+00:00,Megan Lieu,2 months ago,How to make 5 week days feel like 1:,"How to make 5 week days feel like 1:

1. Have a deadline at the end of your week

2. Tell yourself that you have plenty of time and that you’ll space out the preparation evenly throughout the week

3. End up procrastinating anyway and next thing you know it’s already Friday!

Works like a charm every single week 👌


#productivity
#timemanagement
#careeradvice",348,#productivity #timemanagement #careeradvice,3.0,👌,1.0,,0.0,,,Text,,,,,,,,https://www.linkedin.com/feed/update/urn:li:activity:6904429392051998720,3570,11,32,0,0.012,How to make 5 week days f,2022-05-17 02:17:49
6.902617278698136e+18,dXJuOmxpOmFjdGl2aXR5OjY5MDI2MTcyNzg2OTgxMzU1NTItMTY0NTcxMjIwMzY1Mw==,2022-02-24 13:16:43+00:00,Megan Lieu,2 months ago,"True story: the day before my first analytics technical interview, I googled “top SQL interview questions” and thought I was prepared 🙃","True story: the day before my first analytics technical interview, I googled “top SQL interview questions” and thought I was prepared 🙃

…and still managed to get the question “what’s the difference between a left join and an inner join?” wrong 😬

I had completely underestimated SQL because a friend told me “It’s easy. It’s literally just SELECT FROM WHERE” 🤷🏻‍♀️

Fast forward to today, after 6 months of coding in SQL everyday, I feel like I’m still underestimating how powerful and complex the tool is 😵‍💫

I’m still googling so many things and getting queries wrong. But with every new concept I learn, I realize how much more there is to learn 😦

PS: That fateful question I messed up brought me to where I am today, because I still got the job somehow 😅


#sql 
#analytics
#dataanalytics",780,#sql #analytics #dataanalytics,3.0,"🙃, 😬, 🤷🏻‍♀️, 😵‍💫, 😦, 😅",6.0,,0.0,,,Text,,,,,,,,https://www.linkedin.com/feed/update/urn:li:activity:6902617278698135552,50865,89,597,0,0.0135,True story: the day befor,2022-05-17 02:17:49
6.90189201864224e+18,dXJuOmxpOmFjdGl2aXR5OjY5MDE4OTIwMTg2NDIyMzk0ODgtMTY0NTUzOTI4ODE3OQ==,2022-02-22 13:14:48+00:00,Megan Lieu,2 months ago,Tell me you work in data without telling me you work in data 👇🏼,"Tell me you work in data without telling me you work in data 👇🏼

I’ll go first:

1. I often catch myself thinking in SELECT… FROM… WHERE… statements while doing everyday tasks 🤔

2. When at the gym, I track all my lifts in a spreadsheet that’s pulled into a dashboard visualizing my total volume and predicted 1 rep maxes over time 🔢

3. I pronounce it data, not data 🤓


#data
#analytics
#datascience",388,#data #analytics #datascience,3.0,"👇🏼, 🤔, 🔢, 🤓",4.0,,0.0,,,Text,,,,,,,,https://www.linkedin.com/feed/update/urn:li:activity:6901892018642239488,25947,82,128,0,0.0081,Tell me you work in data ,2022-05-17 02:17:49
6.899357494754587e+18,dXJuOmxpOmFjdGl2aXR5OjY4OTkzNTc0OTQ3NTQ1ODY2MjQtMTY0NDkzNTAxMDU4Nw==,2022-02-15 13:23:30+00:00,Megan Lieu,3 months ago,Spent my Valentine’s Day night programming so this was the love letter I wrote to my Python code last night 💌,"Spent my Valentine’s Day night programming so this was the love letter I wrote to my Python code last night 💌

Roses are red
Violets are blue
Do you think of me
As much as I neurotically think of you? 🥀


#python  
#coding
#datascience",225,#python #coding #datascience,3.0,"💌, 🥀",2.0,,0.0,,,Text,,,,,,,,https://www.linkedin.com/feed/update/urn:li:activity:6899357494754586624,13187,27,93,0,0.0091,Spent my Valentine’s Day ,2022-05-17 02:17:49
